team_code,team_name,season,suspicious_reason,percent_players_67_to_71,percent_same_rating,highest_rated_player,highest_ovr,average_ovr,rating_spread,recommended_action
NO,New Orleans Saints,1988,>=40% share one rating (74); compressed spread (5); no player >=80 (top 77),0,53.6,Morten Andersen,77,74,5,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NO,New Orleans Saints,1990,>=40% share one rating (74); compressed spread (8),0,48.1,Gene Atkins,81,74.7,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NO,New Orleans Saints,1991,>=40% share one rating (74); compressed spread (8),0,50.8,Gene Atkins,80,74.2,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NO,New Orleans Saints,1992,>=40% share one rating (74); compressed spread (4); no player >=80 (top 76),0,49.1,Morten Andersen,76,73.9,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NO,New Orleans Saints,1993,>=40% share one rating (74); compressed spread (9),0,68.9,Gene Atkins,81,74.1,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NO,New Orleans Saints,1994,>=40% share one rating (74); compressed spread (4); no player >=80 (top 76),0,63.9,Morten Andersen,76,74,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NO,New Orleans Saints,1995,>=40% share one rating (74); compressed spread (3); no player >=80 (top 76),0,50.8,Doug Brien,76,74.3,3,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NO,New Orleans Saints,1996,>=40% share one rating (74); compressed spread (9),0,56.5,Greg Jackson,81,74.3,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NO,New Orleans Saints,1997,>=40% share one rating (74); compressed spread (8),0,51.6,Sammy Knight,81,74.4,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NO,New Orleans Saints,1998,>=40% share one rating (74); compressed spread (7),0,43.3,Chad Cota,80,74.5,7,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1965,>=40% share one rating (74); compressed spread (10),0,47.8,Del Shofner,82,74.6,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1966,>=40% share one rating (74); compressed spread (8),0,53.2,Henry Carr,80,74.3,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1968,compressed spread (9),0,32.6,Homer Jones,82,75.1,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1969,>=40% share one rating (74); compressed spread (4); no player >=80 (top 77),0,48.1,Pete Gogolak,77,74.4,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1970,compressed spread (9),0,33.3,Clifton McNeil,82,75,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1972,>=40% share one rating (74); compressed spread (9),0,40.9,Bob Grim,82,75.3,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1974,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,47.1,Pete Gogolak,77,74.5,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1975,>=40% share one rating (74); compressed spread (8),0,48.9,Carl Lockhart,81,74.6,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1976,>=40% share one rating (74); compressed spread (4); no player >=80 (top 77),0,51,Joe Danelo,77,74.3,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1977,>=40% share one rating (74); compressed spread (8),0,52.1,Clyde Powers,81,74.5,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1978,>=40% share one rating (74); compressed spread (9),0,60.8,George Martin,82,74.5,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1979,>=40% share one rating (74); compressed spread (10),0,56.4,Alan Caldwell,83,74.8,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1980,>=40% share one rating (74); compressed spread (4); no player >=80 (top 77),0,66.7,Joe Danelo,77,74.2,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1981,>=40% share one rating (74),0,48,Lawrence Taylor,99,75.1,26,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1982,>=40% share one rating (74),0,46.4,Lawrence Taylor,99,74.9,26,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1991,>=40% share one rating (75),0,41.4,Lawrence Taylor,99,75.1,26,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1995,>=40% share one rating (74); compressed spread (10),0,50.9,Thomas Randolph,83,74.7,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1996,>=40% share one rating (74); compressed spread (10),0,41.7,Michael Strahan,83,74.4,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1997,>=40% share one rating (74); compressed spread (8),0,40.6,Sam Garnes,81,74.6,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYG,New York Giants,1998,compressed spread (4); no player >=80 (top 77),0,36.5,Brad Daluiso,77,74.3,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1965,>=40% share one rating (74); compressed spread (8),0,45.8,Jim Harris,81,74.5,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1966,>=40% share one rating (75); compressed spread (8),0,42.9,Pete Lammons,81,74.7,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1967,>=40% share one rating (75); compressed spread (8),0,42.6,Pete Lammons,81,74.7,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1968,>=40% share one rating (75); compressed spread (10),0,41.3,Gerry Philbin,83,75.1,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1969,>=40% share one rating (75); compressed spread (9),0,51.1,Bake Turner,82,75.2,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1970,>=40% share one rating (75); compressed spread (8),0,43.8,Gus Hollomon,81,74.9,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1971,>=40% share one rating (75); compressed spread (10),0,52.1,Gerry Philbin,83,75,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1972,compressed spread (9),0,39.1,Don Maynard,82,75,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1973,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,53.1,Bobby Howfield,77,74.6,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1975,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,58.3,Pat Leahy,77,74.9,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1976,>=40% share one rating (74); compressed spread (10),0,45.1,Ed Taylor,83,74.8,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1977,>=40% share one rating (74); compressed spread (4); no player >=80 (top 77),0,58,Pat Leahy,77,74.3,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1978,>=40% share one rating (74); compressed spread (4); no player >=80 (top 77),0,48.1,Pat Leahy,77,74.5,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1980,compressed spread (4); no player >=80 (top 77),0,38,Pat Leahy,77,74.5,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1981,>=40% share one rating (74); compressed spread (8),0,43.1,Darrol Ray,81,74.5,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1982,>=40% share one rating (74); compressed spread (8),0,41.2,Darrol Ray,81,74.7,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1983,compressed spread (8),0,37,Darrol Ray,81,74.5,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1984,compressed spread (4); no player >=80 (top 77),0,39.7,Pat Leahy,77,74.4,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1985,compressed spread (10),0,35.7,Barry Bennett,82,74.6,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1986,>=40% share one rating (74); compressed spread (4); no player >=80 (top 77),0,42.1,Pat Leahy,77,74.5,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1988,compressed spread (8),0,35.2,Erik McMillan,81,74.6,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1989,>=40% share one rating (75); compressed spread (8),0,44.3,Scott Mersereau,81,74.7,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1990,compressed spread (4); no player >=80 (top 77),0,38.2,Pat Leahy,77,74.5,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1992,>=40% share one rating (75); compressed spread (8),0,40.7,Brian Washington,81,74.7,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1993,compressed spread (8),0,39.7,Ronnie Lott,81,74.7,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1994,compressed spread (10),0,37,Jeff Lageman,83,74.8,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1997,>=40% share one rating (75); compressed spread (8),0,52.6,Victor Green,81,74.9,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NYJ,New York Jets,1998,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,55.2,John Hall,77,74.6,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1965,>=40% share one rating (75); compressed spread (9),0,43.2,Roger Gill,82,74.9,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1966,>=40% share one rating (75); compressed spread (8),0,50,Joe Scarpati,81,74.9,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1967,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,64,Sam Baker,77,74.9,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1968,>=40% share one rating (75); compressed spread (8),0,60.9,Joe Scarpati,81,75,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1969,>=40% share one rating (75); compressed spread (3); no player >=80 (top 76),0,73.9,Dave Graham,76,74.9,3,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1970,>=40% share one rating (75); compressed spread (9),0,55.1,Ben Hawkins,82,75,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1972,>=40% share one rating (75); compressed spread (8),0,63,Bill Bradley,81,75,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1973,>=40% share one rating (75); compressed spread (8),0,66,Bill Bradley,81,75.1,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1974,>=40% share one rating (75); compressed spread (8),0,60.4,Bill Bradley,81,75.1,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1976,compressed spread (10),0,35.6,Blenda Gay,83,75.2,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1979,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,49,Tony Franklin,77,74.6,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1980,>=40% share one rating (75); compressed spread (8),0,57.1,Ken Clarke,81,74.8,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1981,>=40% share one rating (75); compressed spread (8),0,50,Ken Clarke,81,74.8,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1982,>=40% share one rating (75); compressed spread (8),0,49.1,Ken Clarke,81,74.7,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1984,>=40% share one rating (75); compressed spread (8),0,42.6,Wes Hopkins,81,74.8,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1985,>=40% share one rating (75),0,41.5,Reggie White,98,75.2,25,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1986,>=40% share one rating (75),0,54.4,Reggie White,98,75.1,25,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1988,>=40% share one rating (75),0,55.8,Reggie White,98,75.5,25,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1990,>=40% share one rating (75),0,41.8,Reggie White,98,75.4,25,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1991,>=40% share one rating (75),0,54.2,Reggie White,98,75.2,25,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1992,>=40% share one rating (75),0,59.3,Reggie White,98,75,25,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1993,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,52.5,Roger Ruzek,77,74.6,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1995,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,60.3,Gary Anderson,77,74.7,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1996,>=40% share one rating (75); compressed spread (8),0,53.6,Brian Dawkins,81,74.8,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1997,>=40% share one rating (75); compressed spread (8),0,74.2,Brian Dawkins,81,75,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PHI,Philadelphia Eagles,1998,>=40% share one rating (75); compressed spread (8),0,68.8,Brian Dawkins,81,75,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1965,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,53.1,Mike Clark,77,74.8,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1966,>=40% share one rating (75); compressed spread (5); no player >=80 (top 77),0,49,Mike Clark,77,74.8,5,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1967,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,54.5,Mike Clark,77,75.1,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1969,>=40% share one rating (75); compressed spread (3); no player >=80 (top 76),0,60,Bob Hohn,76,75.1,3,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1970,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,68,Allan Watson,77,74.9,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1971,>=40% share one rating (75); compressed spread (9),0,51.1,John Rowser,82,75.2,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1972,>=40% share one rating (75); compressed spread (8),0,70.2,Mike Wagner,81,75.2,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1973,>=40% share one rating (75); compressed spread (8),0,54.2,Glen Edwards,81,75.3,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1974,>=40% share one rating (75); compressed spread (8),0,60.4,Glen Edwards,81,75.2,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1975,>=40% share one rating (75); compressed spread (9),0,60.5,Dwight White,82,75.4,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1976,>=40% share one rating (75); compressed spread (8),0,66.7,Glen Edwards,81,75.1,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1979,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,55.3,Matt Bahr,77,74.8,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1980,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,54.2,Matt Bahr,77,74.8,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1981,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,54.2,Craig Colquitt,77,74.8,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1982,>=40% share one rating (75); compressed spread (8),0,62.3,Donnie Shell,81,75.1,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1983,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,60.4,Gary Anderson,77,74.8,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1984,>=40% share one rating (75); compressed spread (8),0,55.4,Gary Dunn,81,74.9,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1985,>=40% share one rating (75); compressed spread (8),0,60.8,Donnie Shell,81,75.1,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1986,>=40% share one rating (75); compressed spread (8),0,51,Gary Dunn,81,75,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1988,>=40% share one rating (75),0,50,Rod Woodson,95,75.3,22,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1989,>=40% share one rating (75),0,59.6,Rod Woodson,95,75.3,22,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1990,>=40% share one rating (75),0,63.5,Rod Woodson,95,75.3,22,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1991,>=40% share one rating (75),0,64.3,Rod Woodson,95,75.5,22,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1992,>=40% share one rating (75),0,66,Rod Woodson,95,75.5,22,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1993,>=40% share one rating (75),0,70.2,Rod Woodson,95,75.5,22,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1994,>=40% share one rating (75),0,62.5,Rod Woodson,95,75.2,22,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1995,>=40% share one rating (75),0,71.9,Rod Woodson,95,75.4,22,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1996,>=40% share one rating (75),0,62.7,Rod Woodson,95,75.4,22,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1997,>=40% share one rating (75); compressed spread (8),0,66.7,Oliver Gibson,81,75.1,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
PIT,Pittsburgh Steelers,1998,>=40% share one rating (75); compressed spread (8),0,66.7,Lee Flowers,81,75.2,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SEA,Seattle Seahawks,1977,>=40% share one rating (75); compressed spread (10),0,52,Dave Brown,83,75.1,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SEA,Seattle Seahawks,1978,>=40% share one rating (75); compressed spread (4); no player >=80 (top 76),0,61.2,Herman Weaver,76,74.7,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SEA,Seattle Seahawks,1979,>=40% share one rating (75); compressed spread (8),0,65.4,Brian Peets,81,75.3,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SEA,Seattle Seahawks,1980,>=40% share one rating (75); compressed spread (8),0,61.2,John Harris,81,75.4,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SEA,Seattle Seahawks,1982,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,51.9,Norm Johnson,77,74.8,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SEA,Seattle Seahawks,1983,>=40% share one rating (75); compressed spread (8),0,65.4,Joe Nash,81,75,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SEA,Seattle Seahawks,1984,>=40% share one rating (75); compressed spread (8),0,60.7,John Harris,81,75.2,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SEA,Seattle Seahawks,1986,>=40% share one rating (75); compressed spread (8),0,50,Joe Nash,81,75.2,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SEA,Seattle Seahawks,1988,>=40% share one rating (75); compressed spread (8),0,62.3,Eugene Robinson,81,75.1,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SEA,Seattle Seahawks,1989,>=40% share one rating (75); compressed spread (8),0,63.8,Joe Nash,81,75.1,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SEA,Seattle Seahawks,1990,>=40% share one rating (75); compressed spread (10),0,57.9,Jacob Green,83,75.1,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SEA,Seattle Seahawks,1992,>=40% share one rating (75); compressed spread (8),0,61.9,Robert Blackmon,81,75.1,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SEA,Seattle Seahawks,1993,>=40% share one rating (75); compressed spread (8),0,61.7,Cortez Kennedy,81,75.3,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
