player_id,name,team_code,season,position,current_overall,reason_flagged,recommended_next_step
tony-davis,Tony Davis,CIN,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
willie-shelby,Willie Shelby,CIN,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
brian-duncan,Brian Duncan,CLE,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
cleo-miller,Cleo Miller,CLE,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
dave-logan,Dave Logan,CLE,1977,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
gary-parris,Gary Parris,CLE,1977,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
greg-pruitt,Greg Pruitt,CLE,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
larry-poole,Larry Poole,CLE,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
lawrence-williams,Lawrence Williams,CLE,1977,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
mike-pruitt,Mike Pruitt,CLE,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
oscar-roan,Oscar Roan,CLE,1977,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
paul-warfield,Paul Warfield,CLE,1977,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
reggie-rucker,Reggie Rucker,CLE,1977,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
ricky-feacher,Ricky Feacher,CLE,1977,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
butch-johnson,Butch Johnson,DAL,1977,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
doug-dennison,Doug Dennison,DAL,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
drew-pearson,Drew Pearson,DAL,1977,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
golden-richards,Golden Richards,DAL,1977,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
jay-saldi,Jay Saldi,DAL,1977,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
larry-brinson,Larry Brinson,DAL,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
preston-pearson,Preston Pearson,DAL,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
robert-newhouse,Robert Newhouse,DAL,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
scott-laidlaw,Scott Laidlaw,DAL,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
tony-dorsett,Tony Dorsett,DAL,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
tony-hill,Tony Hill,DAL,1977,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
haven-moses,Haven Moses,DEN,1977,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
jack-dolbin,Jack Dolbin,DEN,1977,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
jim-jensen,Jim Jensen,DEN,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
john-schultz,John Schultz,DEN,1977,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
jon-keyworth,Jon Keyworth,DEN,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
lonnie-perrin,Lonnie Perrin,DEN,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
otis-armstrong,Otis Armstrong,DEN,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
rick-upchurch,Rick Upchurch,DEN,1977,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
riley-odoms,Riley Odoms,DEN,1977,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
rob-lytle,Rob Lytle,DEN,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
ron-egloff,Ron Egloff,DEN,1977,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
andy-bolton,Andy Bolton,DET,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
bill-larson,Bill Larson,DET,1977,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
charlie-sanders,Charlie Sanders,DET,1977,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
david-hill,David Hill,DET,1977,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
dexter-bussey,Dexter Bussey,DET,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
eddie-payton,Eddie Payton,DET,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
glenn-capriola,Glenn Capriola,DET,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
horace-king,Horace King,DET,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
lawrence-gaines,Lawrence Gaines,DET,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
marv-hubbard,Marv Hubbard,DET,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
rick-kane,Rick Kane,DET,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
barty-smith,Barty Smith,GB,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
bert-askson,Bert Askson,GB,1977,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
eric-torkelson,Eric Torkelson,GB,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
jim-culbreath,Jim Culbreath,GB,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
nate-simpson,Nate Simpson,GB,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
rich-mcgeorge,Rich McGeorge,GB,1977,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
terdell-middleton,Terdell Middleton,GB,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
willard-harrell,Willard Harrell,GB,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
don-mccauley,Don McCauley,IND,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
howard-stevens,Howard Stevens,IND,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
jimmie-kennedy,Jimmie Kennedy,IND,1977,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
lydell-mitchell,Lydell Mitchell,IND,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
mack-alston,Mack Alston,IND,1977,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
marshall-johnson,Marshall Johnson,IND,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
raymond-chester,Raymond Chester,IND,1977,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
ron-lee,Ron Lee,IND,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
roosevelt-leaks,Roosevelt Leaks,IND,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
arnold-morgado,Arnold Morgado,KC,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
ed-beckman,Ed Beckman,KC,1977,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
ed-podolak,Ed Podolak,KC,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
john-brockington,John Brockington,KC,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
macarthur-lane,MacArthur Lane,KC,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
mark-bailey,Mark Bailey,KC,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
pat-mcneil,Pat McNeil,KC,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
ted-mcknight,Ted McKnight,KC,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
tony-reed,Tony Reed,KC,1977,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
tony-samuels,Tony Samuels,KC,1977,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
walter-white,Walter White,KC,1977,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
bob-klein,Bob Klein,LAC,1977,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
pat-curran,Pat Curran,LAC,1977,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
jimmy-childs,Jimmy Childs,ARI,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
mel-gray,Mel Gray,ARI,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
pat-tilley,Pat Tilley,ARI,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
warren-anderson,Warren Anderson,ARI,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
alfred-jackson,Alfred Jackson,ATL,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
alfred-jenkins,Alfred Jenkins,ATL,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
billy-ryckman,Billy Ryckman,ATL,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
dennis-pearson,Dennis Pearson,ATL,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
wally-francis,Wally Francis,ATL,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
bob-chandler,Bob Chandler,BUF,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
frank-lewis,Frank Lewis,BUF,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
larry-walton,Larry Walton,BUF,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
leonard-willis,Leonard Willis,BUF,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
lou-piccone,Lou Piccone,BUF,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
brian-baschnagel,Brian Baschnagel,CHI,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
golden-richards,Golden Richards,CHI,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
james-scott,James Scott,CHI,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
steve-schubert,Steve Schubert,CHI,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
lenvil-elliott,Lenvil Elliott,CIN,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
pete-johnson,Pete Johnson,CIN,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
tony-davis,Tony Davis,CIN,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
calvin-hill,Calvin Hill,CLE,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
cleo-miller,Cleo Miller,CLE,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
dave-logan,Dave Logan,CLE,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
greg-pruitt,Greg Pruitt,CLE,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
keith-wright,Keith Wright,CLE,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
larry-collins,Larry Collins,CLE,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
mike-pruitt,Mike Pruitt,CLE,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
oscar-roan,Oscar Roan,CLE,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
ozzie-newsome,Ozzie Newsome,CLE,1978,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
reggie-rucker,Reggie Rucker,CLE,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
ricky-feacher,Ricky Feacher,CLE,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
tom-sullivan,Tom Sullivan,CLE,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
alois-blackwell,Alois Blackwell,DAL,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
billy-joe-dupree,Billy Joe DuPree,DAL,1978,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
butch-johnson,Butch Johnson,DAL,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
doug-dennison,Doug Dennison,DAL,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
drew-pearson,Drew Pearson,DAL,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
jackie-smith,Jackie Smith,DAL,1978,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
jay-saldi,Jay Saldi,DAL,1978,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
larry-brinson,Larry Brinson,DAL,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
preston-pearson,Preston Pearson,DAL,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
robert-newhouse,Robert Newhouse,DAL,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
robert-steele,Robert Steele,DAL,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
scott-laidlaw,Scott Laidlaw,DAL,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
tony-dorsett,Tony Dorsett,DAL,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
tony-hill,Tony Hill,DAL,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
bob-moore,Bob Moore,DEN,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
dave-preston,Dave Preston,DEN,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
haven-moses,Haven Moses,DEN,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
jack-dolbin,Jack Dolbin,DEN,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
john-schultz,John Schultz,DEN,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
jon-keyworth,Jon Keyworth,DEN,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
larry-canada,Larry Canada,DEN,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
lonnie-perrin,Lonnie Perrin,DEN,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
otis-armstrong,Otis Armstrong,DEN,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
rick-upchurch,Rick Upchurch,DEN,1978,WR,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
riley-odoms,Riley Odoms,DEN,1978,TE,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
rob-lytle,Rob Lytle,DEN,1978,RB,68,Skill player rated on a position prior only: no production on file for this season and the roster gave no signal to rank within the position group.,Add box-score stats or recorded starts if available; override known contributors. Acceptable as provisional otherwise.
