player_id,name,season,team_code,position,status,review_status,reviewed_by,last_updated,rating_confidence,reason,overall,speed,strength,awareness,pass_rating,run_rating,receiving,blocking,pass_block,run_block,pass_rush,run_defense,tackling,coverage,man_coverage,zone_coverage,hands,kicking,punting,clutch,playoff_clutch,durability
00-0004456,Santana Dotson,1999,GB,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran interior lineman,76,,,,,,,,,,,,,,,,,,,,,
00-0010941,Keith McKenzie,1999,GB,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pass-rushing edge,74,,,,,,,,,,,,,,,,,,,,,
00-0017737,Brian Williams,1999,GB,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting linebacker,76,,,,,,,,,,,,,,,,,,,,,
00-0006920,Bernardo Harris,1999,GB,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Every-down middle linebacker,76,,,,,,,,,,,,,,,,,,,,,
00-0009418,George Koonce,1999,GB,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran linebacker,72,,,,,,,,,,,,,,,,,,,,,
00-0017948,Tyrone Williams,1999,GB,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting corner,76,,,,,,,,,,,,,,,,,,,,,
00-0010944,Mike McKenzie,1999,GB,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rookie starting corner,74,,,,,,,,,,,,,,,,,,,,,
00-0014724,Darren Sharper,1999,GB,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending ballhawk safety,82,,,,,,,,,,,,,,,,,,,,,
00-0002424,LeRoy Butler,1999,GB,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,"All-Pro safety, leader",88,,,,,,,,,,,,,,,,,,,,,
00-0010072,Ryan Longwell,1999,GB,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,Reliable accurate kicker,82,,,,,,,,,,,,,,,,,,,,,
00-0000865,Charlie Batch,1999,DET,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Young starter, decent",76,,,,,,,,,,,,,,,,,,,,,
00-0005589,Gus Frerotte,1999,DET,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran backup,70,,,,,,,,,,,,,,,,,,,,,
00-0007436,Greg Hill,1999,DET,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Committee back,70,,,,,,,,,,,,,,,,,,,,,
00-0008046,Sedrick Irvin,1999,DET,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rookie back,68,,,,,,,,,,,,,,,,,,,,,
00-0011568,Herman Moore,1999,DET,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Declining veteran star WR,78,,,,,,,,,,,,,,,,,,,,,
00-0011727,Johnnie Morton,1999,DET,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Lead WR, 1107 yds",82,,,,,,,,,,,,,,,,,,,,,
00-0003700,Germane Crowell,1999,DET,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Breakout, 1338 yds",82,,,,,,,,,,,,,,,,,,,,,
00-0015048,David Sloan,1999,DET,TE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl tight end,76,,,,,,,,,,,,,,,,,,,,,
00-0007051,Jeff Hartings,1999,DET,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending Pro Bowl-caliber center,80,,,,,,,,,,,,,,,,,,,,,
00-0013822,Ray Roberts,1999,DET,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting left tackle,74,,,,,,,,,,,,,,,,,,,,,
00-0003354,Mike Compton,1999,DET,C,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting guard,74,,,,,,,,,,,,,,,,,,,,,
00-0013118,Robert Porcher,1999,DET,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Disruptive Pro Bowl edge,83,,,,,,,,,,,,,,,,,,,,,
00-0014596,Tracy Scroggins,1999,DET,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran pass rusher,76,,,,,,,,,,,,,,,,,,,,,
00-0004874,Luther Elliss,1999,DET,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl interior anchor,82,,,,,,,,,,,,,,,,,,,,,
00-0008764,James Jones,1999,DET,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Run-stuffing tackle,72,,,,,,,,,,,,,,,,,,,,,
00-0001604,Stephen Boyd,1999,DET,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl tackle-machine MLB,82,,,,,,,,,,,,,,,,,,,,,
00-0003005,Chris Claiborne,1999,DET,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rookie linebacker,74,,,,,,,,,,,,,,,,,,,,,
00-0000129,Allen Aldridge,1999,DET,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting linebacker,73,,,,,,,,,,,,,,,,,,,,,
00-0017467,Bryant Westbrook,1999,DET,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Athletic starting corner,78,,,,,,,,,,,,,,,,,,,,,
00-0005044,Terry Fair,1999,DET,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Young starting corner,73,,,,,,,,,,,,,,,,,,,,,
00-0002688,Mark Carrier,1999,DET,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran ballhawk safety,78,,,,,,,,,,,,,,,,,,,,,
00-0013643,Ron Rice,1999,DET,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting safety,74,,,,,,,,,,,,,,,,,,,,,
00-0006800,Jason Hanson,1999,DET,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,Elite accurate kicker,84,,,,,,,,,,,,,,,,,,,,,
00-0010560,Shane Matthews,1999,CHI,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Spot starter,72,,,,,,,,,,,,,,,,,,,,,
00-0011044,Cade McNown,1999,CHI,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Rookie QB, struggled",70,,,,,,,,,,,,,,,,,,,,,
00-0011276,Jim Miller,1999,CHI,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Backup QB,72,,,,,,,,,,,,,,,,,,,,,
00-0004916,Curtis Enis,1999,CHI,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Disappointing former first-rounder,70,,,,,,,,,,,,,,,,,,,,,
00-0000210,James Allen,1999,CHI,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Committee back,68,,,,,,,,,,,,,,,,,,,,,
00-0013888,Marcus Robinson,1999,CHI,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Breakout, 1400 yds, 9 TD",84,,,,,,,,,,,,,,,,,,,,,
00-0004915,Bobby Engram,1999,CHI,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Reliable slot receiver,78,,,,,,,,,,,,,,,,,,,,,
00-0009472,Olin Kreutz,1999,CHI,C,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending Pro Bowl center,82,,,,,,,,,,,,,,,,,,,,,
00-0016916,Chris Villarrial,1999,CHI,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting guard,74,,,,,,,,,,,,,,,,,,,,,
00-0001804,Blake Brockermeyer,1999,CHI,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting left tackle,74,,,,,,,,,,,,,,,,,,,,,
00-0005296,Jim Flanigan,1999,CHI,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Disruptive interior lineman,78,,,,,,,,,,,,,,,,,,,,,
00-0013845,Bryan Robinson,1999,CHI,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Solid run-stuffer (blocked the kick),76,,,,,,,,,,,,,,,,,,,,,
00-0017428,Mike Wells,1999,CHI,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rotational defensive tackle,72,,,,,,,,,,,,,,,,,,,,,
00-0003338,Rosevelt Colvin,1999,CHI,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending pass rusher,76,,,,,,,,,,,,,,,,,,,,,
00-0011369,Barry Minter,1999,CHI,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Every-down middle linebacker,74,,,,,,,,,,,,,,,,,,,,,
00-0007586,Warrick Holdman,1999,CHI,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Young starting linebacker,70,,,,,,,,,,,,,,,,,,,,,
00-0007007,Walt Harris,1999,CHI,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Steady starting corner,78,,,,,,,,,,,,,,,,,,,,,
00-0012614,Tony Parrish,1999,CHI,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Hard-hitting starting safety,78,,,,,,,,,,,,,,,,,,,,,
00-0008231,Jeff Jaeger,1999,CHI,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran kicker,72,,,,,,,,,,,,,,,,,,,,,
00-0014377,Todd Sauerbrun,1999,CHI,P,,approved,ratings-overhaul-1999,2026-06-08,0.9,Big-leg Pro Bowl punter,78,,,,,,,,,,,,,,,,,,,,,
00-0004293,Trent Dilfer,1999,TB,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Game-manager (benched late),72,,,,,,,,,,,,,,,,,,,,,
00-0009266,Shaun King,1999,TB,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rookie sparked playoff run,72,,,,,,,,,,,,,,,,,,,,,
00-0000251,Mike Alstott,1999,TB,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl power back / fullback,86,,,,,,,,,,,,,,,,,,,,,
00-0004640,Warrick Dunn,1999,TB,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Explosive dual-threat back,84,,,,,,,,,,,,,,,,,,,,,
00-0006331,Jacquez Green,1999,TB,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Deep threat, 791 yds",76,,,,,,,,,,,,,,,,,,,,,
00-0004888,Bert Emanuel,1999,TB,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Possession receiver,73,,,,,,,,,,,,,,,,,,,,,
00-0000387,Reidel Anthony,1999,TB,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rotational receiver,72,,,,,,,,,,,,,,,,,,,,,
00-0011551,Dave Moore,1999,TB,TE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Blocking tight end,72,,,,,,,,,,,,,,,,,,,,,
00-0006508,Paul Gruber,1999,TB,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran Pro Bowl-caliber LT (final year),80,,,,,,,,,,,,,,,,,,,,,
00-0010596,Tony Mayberry,1999,TB,C,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl center,78,,,,,,,,,,,,,,,,,,,,,
00-0014358,Warren Sapp,1999,TB,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,"DPOY-caliber, elite All-Pro defensive tackle",93,,,,,,,,,,,,,,,,,,,,,
00-0003738,Brad Culpepper,1999,TB,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Undersized disruptive tackle,76,,,,,,,,,,,,,,,,,,,,,
00-0000100,Chidi Ahanotu,1999,TB,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Base defensive end,74,,,,,,,,,,,,,,,,,,,,,
00-0008817,Marcus Jones,1999,TB,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rotational pass rusher,73,,,,,,,,,,,,,,,,,,,,,
00-0001833,Derrick Brooks,1999,TB,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Elite All-Pro linebacker, sideline-to-sideline",92,,,,,,,,,,,,,,,,,,,,,
00-0012102,Hardy Nickerson,1999,TB,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran Pro Bowl middle linebacker,82,,,,,,,,,,,,,,,,,,,,,
00-0013322,Shelton Quarles,1999,TB,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending linebacker,74,,,,,,,,,,,,,,,,,,,,,
00-0000017,Donnie Abraham,1999,TB,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ballhawk Pro Bowl-caliber corner,82,,,,,,,,,,,,,,,,,,,,,
00-0000741,Ronde Barber,1999,TB,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending star nickel/corner,84,,,,,,,,,,,,,,,,,,,,,
00-0009106,Brian Kelly,1999,TB,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Young starting corner,73,,,,,,,,,,,,,,,,,,,,,
00-0010188,John Lynch,1999,TB,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Hard-hitting All-Pro safety,88,,,,,,,,,,,,,,,,,,,,,
00-0006223,Martin Gramatica,1999,TB,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,Strong-legged rookie Pro Bowl kicker,82,,,,,,,,,,,,,,,,,,,,,
00-0001218,Steve Beuerlein,1999,CAR,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Career year, 4436 yds, 36 TD, Pro Bowl",88,,,,,,,,,,,,,,,,,,,,,
00-0001224,Tim Biakabutuka,1999,CAR,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Lead back when healthy, 718 yds",76,,,,,,,,,,,,,,,,,,,,,
00-0009599,Fred Lane,1999,CAR,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Committee back,73,,,,,,,,,,,,,,,,,,,,,
00-0005361,William Floyd,1999,CAR,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Lead-blocking fullback,72,,,,,,,,,,,,,,,,,,,,,
00-0011795,Muhsin Muhammad,1999,CAR,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Star #1 WR, 1253 yds",87,,,,,,,,,,,,,,,,,,,,,
00-0008300,Patrick Jeffers,1999,CAR,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"One-year wonder, 1082 yds, 12 TD",80,,,,,,,,,,,,,,,,,,,,,
00-0007144,Donald Hayes,1999,CAR,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rotational receiver,72,,,,,,,,,,,,,,,,,,,,,
00-0017109,Wesley Walls,1999,CAR,TE,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Pro Bowl receiving TE, 822 yds, 12 TD",87,,,,,,,,,,,,,,,,,,,,,
00-0016183,Chris Terry,1999,CAR,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting left tackle,74,,,,,,,,,,,,,,,,,,,,,
00-0005753,Frank Garcia,1999,CAR,C,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting center,73,,,,,,,,,,,,,,,,,,,,,
00-0006373,Kevin Greene,1999,CAR,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"12 sacks in final season, elite rusher",84,,,,,,,,,,,,,,,,,,,,,
00-0000829,Micheal Barrow,1999,CAR,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Every-down tackle machine,80,,,,,,,,,,,,,,,,,,,,,
00-0008383,Jerry Jensen,1999,CAR,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting linebacker,72,,,,,,,,,,,,,,,,,,,,,
00-0005962,Sean Gilbert,1999,CAR,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Big-money run-stuffing tackle,78,,,,,,,,,,,,,,,,,,,,,
00-0014132,Mike Rucker,1999,CAR,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending rookie edge,76,,,,,,,,,,,,,,,,,,,,,
00-0012842,Jason Peter,1999,CAR,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rotational defensive tackle,72,,,,,,,,,,,,,,,,,,,,,
00-0004978,Doug Evans,1999,CAR,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran starting corner,78,,,,,,,,,,,,,,,,,,,,,
00-0003977,Eric Davis,1999,CAR,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran ballhawk corner,78,,,,,,,,,,,,,,,,,,,,,
00-0011372,Mike Minter,1999,CAR,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Hard-hitting Pro Bowl-caliber safety,80,,,,,,,,,,,,,,,,,,,,,
00-0000136,Brent Alexander,1999,CAR,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting safety,76,,,,,,,,,,,,,,,,,,,,,
00-0009028,John Kasay,1999,CAR,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,Accurate veteran kicker,80,,,,,,,,,,,,,,,,,,,,,
00-0002876,Chris Chandler,1999,ATL,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Pro Bowl-caliber when healthy, injury-hit",80,,,,,,,,,,,,,,,,,,,,,
00-0006299,Tony Graziani,1999,ATL,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Backup QB,66,,,,,,,,,,,,,,,,,,,,,
00-0000316,Jamal Anderson,1999,ATL,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"1998 All-Pro, torn ACL Week 2 (lost season)",73,,,,,,,,,,,,,,,,,,,,,
00-0002970,Bob Christian,1999,ATL,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Receiving fullback,72,,,,,,,,,,,,,,,,,,,,,
00-0012480,Ken Oxendine,1999,ATL,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Committee back,70,,,,,,,,,,,,,,,,,,,,,
00-0010539,Terance Mathis,1999,ATL,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Lead WR, 1016 yds",82,,,,,,,,,,,,,,,,,,,,,
00-0004673,Tim Dwight,1999,ATL,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Explosive returns + slot,76,,,,,,,,,,,,,,,,,,,,,
00-0002544,Chris Calloway,1999,ATL,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran possession WR,72,,,,,,,,,,,,,,,,,,,,,
00-0014350,O.J. Santiago,1999,ATL,TE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Receiving tight end,73,,,,,,,,,,,,,,,,,,,,,
00-0017592,Bob Whitfield,1999,ATL,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Longtime starting left tackle,80,,,,,,,,,,,,,,,,,,,,,
00-0016505,Robbie Tobeck,1999,ATL,C,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting center,74,,,,,,,,,,,,,,,,,,,,,
00-0006684,Travis Hall,1999,ATL,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl-caliber interior anchor,80,,,,,,,,,,,,,,,,,,,,,
00-0004543,Shane Dronett,1999,ATL,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Disruptive defensive tackle,76,,,,,,,,,,,,,,,,,,,,,
00-0015124,Chuck Smith,1999,ATL,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pass rusher (injury-shortened),78,,,,,,,,,,,,,,,,,,,,,
00-0009173,Patrick Kerney,1999,ATL,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending rookie edge,76,,,,,,,,,,,,,,,,,,,,,
00-0000405,Lester Archambeau,1999,ATL,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Solid base defensive end,74,,,,,,,,,,,,,,,,,,,,,
00-0001820,Keith Brooking,1999,ATL,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending Pro Bowl-caliber linebacker,80,,,,,,,,,,,,,,,,,,,,,
00-0016667,Jessie Tuggle,1999,ATL,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran tackle machine (final years),76,,,,,,,,,,,,,,,,,,,,,
00-0002166,Ray Buchanan,1999,ATL,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Pro Bowl shutdown corner,82,,,,,,,,,,,,,,,,,,,,,
00-0013860,Eugene Robinson,1999,ATL,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Aged veteran ballhawk safety,74,,,,,,,,,,,,,,,,,,,,,
00-0000282,Morten Andersen,1999,ATL,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,"All-time great kicker, still elite",84,,,,,,,,,,,,,,,,,,,,,
00-0016534,Billy Joe Tolliver,1999,NO,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Journeyman starter,70,,,,,,,,,,,,,,,,,,,,,
00-0007530,Billy Joe Hobert,1999,NO,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Backup QB,68,,,,,,,,,,,,,,,,,,,,,
00-0017915,Ricky Williams,1999,NO,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Heralded rookie, 884 yds behind bad line",78,,,,,,,,,,,,,,,,,,,,,
00-0015242,Lamar Smith,1999,NO,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Committee back,72,,,,,,,,,,,,,,,,,,,,,
00-0009163,Eddie Kennison,1999,NO,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Lead WR, 830 yds",80,,,,,,,,,,,,,,,,,,,,,
00-0013097,Keith Poole,1999,NO,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Deep threat, 777 yds",76,,,,,,,,,,,,,,,,,,,,,
00-0007093,Andre Hastings,1999,NO,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Possession receiver,72,,,,,,,,,,,,,,,,,,,,,
00-0003103,Cameron Cleeland,1999,NO,TE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Receiving tight end,76,,,,,,,,,,,,,,,,,,,,,
00-0013791,Willie Roaf,1999,NO,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Perennial All-Pro left tackle,88,,,,,,,,,,,,,,,,,,,,,
00-0016691,Kyle Turley,1999,NO,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending young tackle,82,,,,,,,,,,,,,,,,,,,,,
00-0011905,Chris Naeole,1999,NO,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting guard,74,,,,,,,,,,,,,,,,,,,,,
00-0005399,Jerry Fontenot,1999,NO,C,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran center,73,,,,,,,,,,,,,,,,,,,,,
00-0008541,Joe Johnson,1999,NO,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Disruptive pass-rushing end,82,,,,,,,,,,,,,,,,,,,,,
00-0006051,La'Roi Glover,1999,NO,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Breakout interior rusher, 10 sacks",84,,,,,,,,,,,,,,,,,,,,,
00-0010479,Wayne Martin,1999,NO,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran defensive end/tackle,76,,,,,,,,,,,,,,,,,,,,,
00-0011413,Keith Mitchell,1999,NO,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending playmaking linebacker,80,,,,,,,,,,,,,,,,,,,,,
00-0005202,Mark Fields,1999,NO,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Athletic linebacker,78,,,,,,,,,,,,,,,,,,,,,
00-0009357,Sammy Knight,1999,NO,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Ballhawk safety, team leader",80,,,,,,,,,,,,,,,,,,,,,
00-0000261,Ashley Ambrose,1999,NO,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran starting corner,80,,,,,,,,,,,,,,,,,,,,,
00-0011470,Alex Molden,1999,NO,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting corner,73,,,,,,,,,,,,,,,,,,,,,
00-0001759,Doug Brien,1999,NO,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran kicker,76,,,,,,,,,,,,,,,,,,,,,
00-0005755,Jeff Garcia,1999,SF,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Rookie starter after Young injury, mobile",78,,,,,,,,,,,,,,,,,,,,,
00-0018441,Steve Young,1999,SF,QB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Elite veteran, concussion ended season Week 3",80,,,,,,,,,,,,,,,,,,,,,
00-0005779,Charlie Garner,1999,SF,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Explosive lead back, 1229 scrimmage",84,,,,,,,,,,,,,,,,,,,,,
00-0000942,Fred Beasley,1999,SF,RB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Lead-blocking fullback,74,,,,,,,,,,,,,,,,,,,,,
00-0013639,Jerry Rice,1999,SF,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Aging legend, down year but still elite-caliber",86,,,,,,,,,,,,,,,,,,,,,
00-0012478,Terrell Owens,1999,SF,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending star receiver,86,,,,,,,,,,,,,,,,,,,,,
00-0015751,J.J. Stokes,1999,SF,WR,,approved,ratings-overhaul-1999,2026-06-08,0.9,Possession #3 receiver,76,,,,,,,,,,,,,,,,,,,,,
00-0003039,Greg Clark,1999,SF,TE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Receiving tight end,74,,,,,,,,,,,,,,,,,,,,,
00-0004128,Derrick Deese,1999,SF,LT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting left tackle,76,,,,,,,,,,,,,,,,,,,,,
00-0012042,Jeremy Newberry,1999,SF,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending starting center,78,,,,,,,,,,,,,,,,,,,,,
00-0002020,Ray Brown,1999,SF,LG,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran starting guard,76,,,,,,,,,,,,,,,,,,,,,
00-0018405,Bryant Young,1999,SF,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,"All-Pro comeback DT (broken leg), elite anchor",90,,,,,,,,,,,,,,,,,,,,,
00-0002142,Junior Bryant,1999,SF,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Rotational defensive tackle,74,,,,,,,,,,,,,,,,,,,,,
00-0002186,Brentson Buckner,1999,SF,DT,,approved,ratings-overhaul-1999,2026-06-08,0.9,Run-stuffing defensive tackle,74,,,,,,,,,,,,,,,,,,,,,
00-0006633,Charles Haley,1999,SF,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran edge (final season),72,,,,,,,,,,,,,,,,,,,,,
00-0012196,Ken Norton,1999,SF,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran every-down linebacker,78,,,,,,,,,,,,,,,,,,,,,
00-0018186,Lee Woodall,1999,SF,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Athletic starting linebacker,76,,,,,,,,,,,,,,,,,,,,,
00-0016647,Winfred Tubbs,1999,SF,LB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Starting linebacker,74,,,,,,,,,,,,,,,,,,,,,
00-0010810,Tim McDonald,1999,SF,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Veteran Pro Bowl-caliber safety (final year),80,,,,,,,,,,,,,,,,,,,,,
00-0014504,Lance Schulters,1999,SF,S,,approved,ratings-overhaul-1999,2026-06-08,0.9,Ascending ballhawk safety,80,,,,,,,,,,,,,,,,,,,,,
00-0011053,R.W. McQuarters,1999,SF,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,Young starting corner,74,,,,,,,,,,,,,,,,,,,,,
00-0013699,Wade Richey,1999,SF,K,,approved,ratings-overhaul-1999,2026-06-08,0.9,Young kicker,74,,,,,,,,,,,,,,,,,,,,,
kevin-carter,Kevin Carter,1999,LAR,EDGE,,approved,ratings-overhaul-1999,2026-06-08,0.9,"NFL sack leader (17), First-Team All-Pro",91,,,,,,,,,,,,,,,,,,,,,
todd-lyght,Todd Lyght,1999,LAR,CB,,approved,ratings-overhaul-1999,2026-06-08,0.9,"Pro Bowl corner, career-best season",85,,,,,,,,,,,,,,,,,,,,,
